prophage_id	sample_id	length_bp	original_id
kansas_SRR26339879_NODE_4_length_184310_cov_35.934169_fragment_1	SRR26339879	25365	NODE_4_length_184310_cov_35.934169_fragment_1
kansas_SRR26339879_NODE_85_length_4970_cov_3.788148	SRR26339879	4970	NODE_85_length_4970_cov_3.788148
kansas_SRR26339879_NODE_110_length_1842_cov_44.622741	SRR26339879	1842	NODE_110_length_1842_cov_44.622741
kansas_SRR26339879_NODE_111_length_1804_cov_41.883721	SRR26339879	1804	NODE_111_length_1804_cov_41.883721
kansas_SRR26339879_NODE_53_length_23417_cov_39.394633	SRR26339879	23417	NODE_53_length_23417_cov_39.394633
kansas_SRR26339879_NODE_19_length_93218_cov_39.592066_fragment_1	SRR26339879	20707	NODE_19_length_93218_cov_39.592066_fragment_1
kansas_SRR26339879_NODE_50_length_27572_cov_37.820660_fragment_1	SRR26339879	9865	NODE_50_length_27572_cov_37.820660_fragment_1
kansas_SRR26339879_NODE_20_length_91609_cov_35.260543_fragment_1	SRR26339879	36696	NODE_20_length_91609_cov_35.260543_fragment_1
kansas_SRR26339879_NODE_13_length_117981_cov_41.988622_fragment_1	SRR26339879	34479	NODE_13_length_117981_cov_41.988622_fragment_1
kansas_SRR26339879_NODE_72_length_8852_cov_37.410086	SRR26339879	8852	NODE_72_length_8852_cov_37.410086
kansas_SRR26339879_NODE_103_length_2665_cov_45.231284	SRR26339879	2665	NODE_103_length_2665_cov_45.231284
kansas_SRR26339879_NODE_16_length_111376_cov_37.045007_fragment_1	SRR26339879	7527	NODE_16_length_111376_cov_37.045007_fragment_1
kansas_SRR26339879_NODE_36_length_45821_cov_42.934412_fragment_1	SRR26339879	7179	NODE_36_length_45821_cov_42.934412_fragment_1
kansas_SRR26350743_NODE_58_length_8190_cov_11.739799	SRR26350743	8190	NODE_58_length_8190_cov_11.739799
kansas_SRR26350743_NODE_75_length_3148_cov_11.729229	SRR26350743	3148	NODE_75_length_3148_cov_11.729229
kansas_SRR26350743_NODE_40_length_19312_cov_10.775241	SRR26350743	19312	NODE_40_length_19312_cov_10.775241
kansas_SRR26350743_NODE_47_length_14028_cov_11.492626	SRR26350743	14028	NODE_47_length_14028_cov_11.492626
kansas_SRR26350744_NODE_1_length_1819443_cov_24.244602_fragment_7	SRR26350744	38949	NODE_1_length_1819443_cov_24.244602_fragment_7
kansas_SRR26350744_NODE_1_length_1819443_cov_24.244602_fragment_6	SRR26350744	62470	NODE_1_length_1819443_cov_24.244602_fragment_6
kansas_SRR26350744_NODE_5_length_240839_cov_28.298037_fragment_1	SRR26350744	13700	NODE_5_length_240839_cov_28.298037_fragment_1
kansas_SRR26350744_NODE_2_length_626988_cov_26.820006_fragment_1	SRR26350744	29942	NODE_2_length_626988_cov_26.820006_fragment_1
kansas_SRR26350744_NODE_6_length_217893_cov_25.802614_fragment_2	SRR26350744	46302	NODE_6_length_217893_cov_25.802614_fragment_2
kansas_SRR26350745_NODE_1_length_1508458_cov_27.301268_fragment_5	SRR26350745	13055	NODE_1_length_1508458_cov_27.301268_fragment_5
kansas_SRR26350745_NODE_1_length_1508458_cov_27.301268_fragment_7	SRR26350745	42476	NODE_1_length_1508458_cov_27.301268_fragment_7
kansas_SRR26350745_NODE_2_length_731627_cov_36.848828_fragment_1	SRR26350745	37888	NODE_2_length_731627_cov_36.848828_fragment_1
kansas_SRR26350746_NODE_1_length_1508460_cov_30.587803_fragment_5	SRR26350746	13056	NODE_1_length_1508460_cov_30.587803_fragment_5
kansas_SRR26350746_NODE_1_length_1508460_cov_30.587803_fragment_7	SRR26350746	42476	NODE_1_length_1508460_cov_30.587803_fragment_7
kansas_SRR26350746_NODE_2_length_731865_cov_39.405970_fragment_1	SRR26350746	37888	NODE_2_length_731865_cov_39.405970_fragment_1
kansas_SRR26350747_NODE_46_length_13716_cov_94.901685	SRR26350747	13716	NODE_46_length_13716_cov_94.901685
kansas_SRR26350747_NODE_14_length_122064_cov_29.625356_fragment_1	SRR26350747	35780	NODE_14_length_122064_cov_29.625356_fragment_1
kansas_SRR26350747_NODE_17_length_104471_cov_27.607222_fragment_1	SRR26350747	27869	NODE_17_length_104471_cov_27.607222_fragment_1
kansas_SRR26350747_NODE_37_length_31662_cov_29.353702_fragment_1	SRR26350747	11455	NODE_37_length_31662_cov_29.353702_fragment_1
kansas_SRR26350747_NODE_36_length_32588_cov_30.068790_fragment_1	SRR26350747	9992	NODE_36_length_32588_cov_30.068790_fragment_1
kansas_SRR26350747_NODE_6_length_198027_cov_30.397979_fragment_1	SRR26350747	19079	NODE_6_length_198027_cov_30.397979_fragment_1
kansas_SRR26350747_NODE_16_length_117967_cov_28.304633_fragment_1	SRR26350747	13215	NODE_16_length_117967_cov_28.304633_fragment_1
kansas_SRR26350747_NODE_38_length_28225_cov_68.333333	SRR26350747	28225	NODE_38_length_28225_cov_68.333333
kansas_SRR26752418_NODE_27_length_30979_cov_27.792331	SRR26752418	30979	NODE_27_length_30979_cov_27.792331
kansas_SRR26752418_NODE_3_length_422231_cov_22.856798_fragment_4	SRR26752418	38149	NODE_3_length_422231_cov_22.856798_fragment_4
kansas_SRR26752418_NODE_19_length_83474_cov_25.835699_fragment_2	SRR26752418	19844	NODE_19_length_83474_cov_25.835699_fragment_2
kansas_SRR26752419_NODE_23_length_58471_cov_66.463115_fragment_1	SRR26752419	19126	NODE_23_length_58471_cov_66.463115_fragment_1
kansas_SRR26752419_NODE_14_length_90204_cov_62.769564_fragment_1	SRR26752419	27718	NODE_14_length_90204_cov_62.769564_fragment_1
kansas_SRR26752419_NODE_40_length_1887_cov_86.161364	SRR26752419	1887	NODE_40_length_1887_cov_86.161364
kansas_SRR26752419_NODE_12_length_92490_cov_64.216905_fragment_1	SRR26752419	22203	NODE_12_length_92490_cov_64.216905_fragment_1
kansas_SRR26752419_NODE_18_length_69487_cov_60.977364_fragment_1	SRR26752419	20440	NODE_18_length_69487_cov_60.977364_fragment_1
kansas_SRR26752419_NODE_34_length_17930_cov_164.505252	SRR26752419	17930	NODE_34_length_17930_cov_164.505252
kansas_SRR26752420_NODE_1_length_455401_cov_44.997821_fragment_1	SRR26752420	70546	NODE_1_length_455401_cov_44.997821_fragment_1
kansas_SRR26752420_NODE_18_length_83473_cov_47.247474_fragment_2	SRR26752420	19844	NODE_18_length_83473_cov_47.247474_fragment_2
kansas_SRR26752421_NODE_1_length_643996_cov_39.985853_fragment_3	SRR26752421	70827	NODE_1_length_643996_cov_39.985853_fragment_3
kansas_SRR26752458_NODE_35_length_17225_cov_93.237045	SRR26752458	17225	NODE_35_length_17225_cov_93.237045
kansas_SRR26752458_NODE_3_length_422231_cov_13.322586_fragment_1	SRR26752458	38149	NODE_3_length_422231_cov_13.322586_fragment_1
kansas_SRR26752458_NODE_28_length_30979_cov_14.301147	SRR26752458	30979	NODE_28_length_30979_cov_14.301147
kansas_SRR26752458_NODE_31_length_23496_cov_104.208695	SRR26752458	23496	NODE_31_length_23496_cov_104.208695
kansas_SRR26752458_NODE_22_length_50731_cov_14.819461_fragment_1	SRR26752458	19844	NODE_22_length_50731_cov_14.819461_fragment_1
kansas_SRR26752542_NODE_36_length_50737_cov_6.585912_fragment_1	SRR26752542	19844	NODE_36_length_50737_cov_6.585912_fragment_1
kansas_SRR26752542_NODE_33_length_51863_cov_6.491573	SRR26752542	51863	NODE_33_length_51863_cov_6.491573
kansas_SRR26752553_NODE_30_length_30978_cov_23.483096	SRR26752553	30978	NODE_30_length_30978_cov_23.483096
kansas_SRR26752553_NODE_2_length_422231_cov_21.365254_fragment_4	SRR26752553	38149	NODE_2_length_422231_cov_21.365254_fragment_4
kansas_SRR26752553_NODE_32_length_23496_cov_140.345201	SRR26752553	23496	NODE_32_length_23496_cov_140.345201
kansas_SRR26752553_NODE_36_length_17225_cov_125.828226	SRR26752553	17225	NODE_36_length_17225_cov_125.828226
kansas_SRR26752593_NODE_49_length_4317_cov_64.822912	SRR26752593	4317	NODE_49_length_4317_cov_64.822912
kansas_SRR26752593_NODE_24_length_58471_cov_29.522573_fragment_1	SRR26752593	19126	NODE_24_length_58471_cov_29.522573_fragment_1
kansas_SRR26752593_NODE_55_length_1887_cov_32.082386	SRR26752593	1887	NODE_55_length_1887_cov_32.082386
kansas_SRR26752593_NODE_8_length_181537_cov_26.587344_fragment_1	SRR26752593	27718	NODE_8_length_181537_cov_26.587344_fragment_1
kansas_SRR26752593_NODE_16_length_92490_cov_28.671102_fragment_1	SRR26752593	22203	NODE_16_length_92490_cov_28.671102_fragment_1
kansas_SRR26752593_NODE_51_length_3580_cov_74.021431	SRR26752593	3580	NODE_51_length_3580_cov_74.021431
kansas_SRR26752593_NODE_21_length_67210_cov_27.319187_fragment_1	SRR26752593	7255	NODE_21_length_67210_cov_27.319187_fragment_1
kansas_SRR26752593_NODE_44_length_5263_cov_31.555880	SRR26752593	5263	NODE_44_length_5263_cov_31.555880
kansas_SRR26752593_NODE_50_length_4053_cov_65.068008	SRR26752593	4053	NODE_50_length_4053_cov_65.068008
kansas_SRR26752594_NODE_51_length_4317_cov_47.711217	SRR26752594	4317	NODE_51_length_4317_cov_47.711217
kansas_SRR26752594_NODE_19_length_67210_cov_19.625464_fragment_1	SRR26752594	7255	NODE_19_length_67210_cov_19.625464_fragment_1
kansas_SRR26752594_NODE_18_length_69487_cov_19.649697_fragment_1	SRR26752594	20440	NODE_18_length_69487_cov_19.649697_fragment_1
kansas_SRR26752594_NODE_13_length_92490_cov_20.685837_fragment_1	SRR26752594	22203	NODE_13_length_92490_cov_20.685837_fragment_1
kansas_SRR26752594_NODE_46_length_5263_cov_23.954439	SRR26752594	5263	NODE_46_length_5263_cov_23.954439
kansas_SRR26752594_NODE_52_length_4053_cov_48.834437	SRR26752594	4053	NODE_52_length_4053_cov_48.834437
kansas_SRR26752594_NODE_53_length_3580_cov_48.651028	SRR26752594	3580	NODE_53_length_3580_cov_48.651028
kansas_SRR26752594_NODE_7_length_181537_cov_19.093628_fragment_1	SRR26752594	27718	NODE_7_length_181537_cov_19.093628_fragment_1
kansas_SRR26752594_NODE_58_length_1887_cov_22.562500	SRR26752594	1887	NODE_58_length_1887_cov_22.562500
kansas_SRR26752594_NODE_22_length_58471_cov_21.277424_fragment_1	SRR26752594	19126	NODE_22_length_58471_cov_21.277424_fragment_1
kansas_SRR26752595_NODE_57_length_8189_cov_12.452741	SRR26752595	8189	NODE_57_length_8189_cov_12.452741
kansas_SRR26752595_NODE_53_length_14024_cov_12.603224	SRR26752595	14024	NODE_53_length_14024_cov_12.603224
kansas_SRR26752595_NODE_45_length_19160_cov_12.043031	SRR26752595	19160	NODE_45_length_19160_cov_12.043031
kansas_SRR26752596_NODE_62_length_5425_cov_26.597206	SRR26752596	5425	NODE_62_length_5425_cov_26.597206
kansas_SRR26752596_NODE_41_length_19312_cov_28.017826	SRR26752596	19312	NODE_41_length_19312_cov_28.017826
kansas_SRR26752596_NODE_56_length_8189_cov_27.065120	SRR26752596	8189	NODE_56_length_8189_cov_27.065120
kansas_SRR26752596_NODE_52_length_8858_cov_27.184286	SRR26752596	8858	NODE_52_length_8858_cov_27.184286
kansas_SRR26752605_NODE_98_length_19122_cov_5.147565	SRR26752605	19122	NODE_98_length_19122_cov_5.147565
kansas_SRR26752605_NODE_171_length_8188_cov_5.410371	SRR26752605	8188	NODE_171_length_8188_cov_5.410371
kansas_SRR26752605_NODE_186_length_6273_cov_7.450700	SRR26752605	6273	NODE_186_length_6273_cov_7.450700
kansas_SRR26752605_NODE_129_length_13835_cov_4.991757	SRR26752605	13835	NODE_129_length_13835_cov_4.991757
kansas_SRR26752605_NODE_17_length_54194_cov_5.995117_fragment_1	SRR26752605	35166	NODE_17_length_54194_cov_5.995117_fragment_1
kansas_SRR26752605_NODE_225_length_3421_cov_5.171524	SRR26752605	3421	NODE_225_length_3421_cov_5.171524
kansas_SRR26752606_NODE_42_length_21278_cov_28.797693	SRR26752606	21278	NODE_42_length_21278_cov_28.797693
kansas_SRR26752606_NODE_72_length_3022_cov_27.467012	SRR26752606	3022	NODE_72_length_3022_cov_27.467012
kansas_SRR26752606_NODE_18_length_103696_cov_27.162916_fragment_1	SRR26752606	37713	NODE_18_length_103696_cov_27.162916_fragment_1
kansas_SRR26752607_NODE_2_length_407354_cov_27.985352_fragment_1	SRR26752607	49018	NODE_2_length_407354_cov_27.985352_fragment_1
kansas_SRR26752607_NODE_8_length_230355_cov_27.722875_fragment_1	SRR26752607	33139	NODE_8_length_230355_cov_27.722875_fragment_1
kansas_SRR26752607_NODE_34_length_13718_cov_59.203443	SRR26752607	13718	NODE_34_length_13718_cov_59.203443
kansas_SRR26752607_NODE_45_length_2742_cov_31.473040	SRR26752607	2742	NODE_45_length_2742_cov_31.473040
kansas_SRR26752607_NODE_5_length_303541_cov_27.669336_fragment_1	SRR26752607	27451	NODE_5_length_303541_cov_27.669336_fragment_1
kansas_SRR26752607_NODE_43_length_4066_cov_26.860117	SRR26752607	4066	NODE_43_length_4066_cov_26.860117
kansas_SRR26752608_NODE_37_length_2336_cov_13.446356	SRR26752608	2336	NODE_37_length_2336_cov_13.446356
kansas_SRR26752608_NODE_8_length_216716_cov_9.757014_fragment_1	SRR26752608	17980	NODE_8_length_216716_cov_9.757014_fragment_1
kansas_SRR26752608_NODE_30_length_15106_cov_9.643367	SRR26752608	15106	NODE_30_length_15106_cov_9.643367
kansas_SRR26752608_NODE_1_length_694697_cov_9.892892_fragment_1	SRR26752608	29759	NODE_1_length_694697_cov_9.892892_fragment_1
kansas_SRR26752608_NODE_25_length_28629_cov_12.106835_fragment_1	SRR26752608	15033	NODE_25_length_28629_cov_12.106835_fragment_1
kansas_SRR26752608_NODE_28_length_16337_cov_10.536274	SRR26752608	16337	NODE_28_length_16337_cov_10.536274
kansas_SRR26752609_NODE_38_length_35772_cov_8.474513_fragment_1	SRR26752609	18357	NODE_38_length_35772_cov_8.474513_fragment_1
kansas_SRR26752609_NODE_37_length_37160_cov_9.526827_fragment_1	SRR26752609	15033	NODE_37_length_37160_cov_9.526827_fragment_1
kansas_SRR26752609_NODE_64_length_2155_cov_10.036982	SRR26752609	2155	NODE_64_length_2155_cov_10.036982
kansas_SRR26752609_NODE_48_length_16234_cov_8.558825	SRR26752609	16234	NODE_48_length_16234_cov_8.558825
kansas_SRR26752609_NODE_50_length_15676_cov_8.139880	SRR26752609	15676	NODE_50_length_15676_cov_8.139880
kansas_SRR26752609_NODE_13_length_115062_cov_8.131440_fragment_1	SRR26752609	29759	NODE_13_length_115062_cov_8.131440_fragment_1
kansas_SRR26752610_NODE_35_length_50729_cov_9.840164_fragment_1	SRR26752610	19844	NODE_35_length_50729_cov_9.840164_fragment_1
kansas_SRR26752610_NODE_100_length_2879_cov_9.195858	SRR26752610	2879	NODE_100_length_2879_cov_9.195858
kansas_SRR26752610_NODE_83_length_5437_cov_10.289642	SRR26752610	5437	NODE_83_length_5437_cov_10.289642
kansas_SRR26752610_NODE_62_length_14028_cov_11.229552	SRR26752610	14028	NODE_62_length_14028_cov_11.229552
kansas_SRR26752610_NODE_98_length_3013_cov_15.207900	SRR26752610	3013	NODE_98_length_3013_cov_15.207900
kansas_SRR26752611_NODE_48_length_14024_cov_40.234727	SRR26752611	14024	NODE_48_length_14024_cov_40.234727
kansas_SRR26752611_NODE_56_length_8189_cov_39.826222	SRR26752611	8189	NODE_56_length_8189_cov_39.826222
kansas_SRR26752611_NODE_15_length_103165_cov_40.001446_fragment_1	SRR26752611	19844	NODE_15_length_103165_cov_40.001446_fragment_1
kansas_SRR26752611_NODE_41_length_19312_cov_39.571853	SRR26752611	19312	NODE_41_length_19312_cov_39.571853
kansas_SRR26752612_NODE_69_length_19317_cov_7.271183	SRR26752612	19317	NODE_69_length_19317_cov_7.271183
kansas_SRR26752612_NODE_97_length_8190_cov_7.123651	SRR26752612	8190	NODE_97_length_8190_cov_7.123651
kansas_SRR26752612_NODE_82_length_14022_cov_7.492479	SRR26752612	14022	NODE_82_length_14022_cov_7.492479
kansas_SRR26752612_NODE_39_length_50729_cov_6.717521_fragment_1	SRR26752612	19844	NODE_39_length_50729_cov_6.717521_fragment_1
kansas_SRR26807384_NODE_308_length_128294_cov_10.609127_fragment_1	SRR26807384	60223	NODE_308_length_128294_cov_10.609127_fragment_1
kansas_SRR26807384_NODE_309_length_88843_cov_11.888566_fragment_1	SRR26807384	19844	NODE_309_length_88843_cov_11.888566_fragment_1
kansas_SRR26807420_NODE_8_length_167885_cov_7.102445_fragment_1	SRR26807420	60223	NODE_8_length_167885_cov_7.102445_fragment_1
kansas_SRR26807422_NODE_26_length_67873_cov_11.414932_fragment_1	SRR26807422	19844	NODE_26_length_67873_cov_11.414932_fragment_1
kansas_SRR26807422_NODE_12_length_103380_cov_10.966442_fragment_1	SRR26807422	34327	NODE_12_length_103380_cov_10.966442_fragment_1
kansas_SRR26807422_NODE_48_length_30978_cov_12.098117	SRR26807422	30978	NODE_48_length_30978_cov_12.098117
kansas_SRR26807423_NODE_15_length_98731_cov_7.487222_fragment_1	SRR26807423	30780	NODE_15_length_98731_cov_7.487222_fragment_1
kansas_SRR26807423_NODE_1_length_422092_cov_7.382954_fragment_1	SRR26807423	38149	NODE_1_length_422092_cov_7.382954_fragment_1
kansas_SRR26807466_NODE_21_length_76274_cov_26.152284_fragment_1	SRR26807466	35867	NODE_21_length_76274_cov_26.152284_fragment_1
kansas_SRR26807466_NODE_15_length_92490_cov_21.643753_fragment_1	SRR26807466	22203	NODE_15_length_92490_cov_21.643753_fragment_1
kansas_SRR26807466_NODE_18_length_90204_cov_21.136672_fragment_1	SRR26807466	27718	NODE_18_length_90204_cov_21.136672_fragment_1
kansas_SRR26807466_NODE_45_length_1887_cov_20.493182	SRR26807466	1887	NODE_45_length_1887_cov_20.493182
kansas_SRR27099304_NODE_8_length_77246_cov_22.067908_fragment_1	SRR27099304	39317	NODE_8_length_77246_cov_22.067908_fragment_1
kansas_SRR27099304_NODE_39_length_6239_cov_28.038285	SRR27099304	6239	NODE_39_length_6239_cov_28.038285
kansas_SRR27099305_NODE_2_length_476751_cov_70.426540_fragment_4	SRR27099305	42093	NODE_2_length_476751_cov_70.426540_fragment_4
kansas_SRR27099540_NODE_1_length_164265_cov_30.107538_fragment_2	SRR27099540	35645	NODE_1_length_164265_cov_30.107538_fragment_2
kansas_SRR27408789_NODE_87_length_2166_cov_6.834232	SRR27408789	2166	NODE_87_length_2166_cov_6.834232
kansas_SRR27408789_NODE_1_length_423855_cov_13.011484_fragment_4	SRR27408789	51067	NODE_1_length_423855_cov_13.011484_fragment_4
kansas_SRR27408789_NODE_23_length_80869_cov_11.451463_fragment_1	SRR27408789	13458	NODE_23_length_80869_cov_11.451463_fragment_1
kansas_SRR27408789_NODE_2_length_338000_cov_15.107162_fragment_1	SRR27408789	36509	NODE_2_length_338000_cov_15.107162_fragment_1
kansas_SRR27408789_NODE_13_length_126492_cov_12.278891_fragment_1	SRR27408789	47241	NODE_13_length_126492_cov_12.278891_fragment_1
kansas_SRR27408789_NODE_9_length_196792_cov_11.706938_fragment_1	SRR27408789	33187	NODE_9_length_196792_cov_11.706938_fragment_1
kansas_SRR27408790_NODE_45_length_33062_cov_21.891240_fragment_2	SRR27408790	12116	NODE_45_length_33062_cov_21.891240_fragment_2
kansas_SRR27408790_NODE_25_length_72968_cov_22.737387_fragment_1	SRR27408790	34742	NODE_25_length_72968_cov_22.737387_fragment_1
kansas_SRR27408790_NODE_1_length_402318_cov_22.263922_fragment_1	SRR27408790	34933	NODE_1_length_402318_cov_22.263922_fragment_1
kansas_SRR27408790_NODE_10_length_137098_cov_22.169153_fragment_1	SRR27408790	35228	NODE_10_length_137098_cov_22.169153_fragment_1
kansas_SRR27408790_NODE_72_length_1941_cov_27.088203	SRR27408790	1941	NODE_72_length_1941_cov_27.088203
kansas_SRR27408790_NODE_37_length_47061_cov_20.847190_fragment_1	SRR27408790	36274	NODE_37_length_47061_cov_20.847190_fragment_1
kansas_SRR27408790_NODE_73_length_1860_cov_27.439123	SRR27408790	1860	NODE_73_length_1860_cov_27.439123
kansas_SRR27408790_NODE_35_length_55904_cov_21.817828_fragment_1	SRR27408790	25256	NODE_35_length_55904_cov_21.817828_fragment_1
kansas_SRR27408790_NODE_24_length_73198_cov_21.115573_fragment_1	SRR27408790	23976	NODE_24_length_73198_cov_21.115573_fragment_1
kansas_SRR27408791_NODE_23_length_43598_cov_5.664581	SRR27408791	43598	NODE_23_length_43598_cov_5.664581
kansas_SRR27408791_NODE_1_length_779069_cov_23.196137_fragment_2	SRR27408791	68620	NODE_1_length_779069_cov_23.196137_fragment_2
kansas_SRR27408791_NODE_3_length_393345_cov_18.774156_fragment_1	SRR27408791	42938	NODE_3_length_393345_cov_18.774156_fragment_1
kansas_SRR27408791_NODE_2_length_626301_cov_19.895005_fragment_2	SRR27408791	35414	NODE_2_length_626301_cov_19.895005_fragment_2
kansas_SRR27408791_NODE_28_length_26324_cov_5.406306	SRR27408791	26324	NODE_28_length_26324_cov_5.406306
kansas_SRR27408791_NODE_29_length_25252_cov_5.770746	SRR27408791	25252	NODE_29_length_25252_cov_5.770746
kansas_SRR27408791_NODE_12_length_122255_cov_20.332504_fragment_1	SRR27408791	35433	NODE_12_length_122255_cov_20.332504_fragment_1
kansas_SRR27408792_NODE_30_length_24852_cov_11.619575	SRR27408792	24852	NODE_30_length_24852_cov_11.619575
kansas_SRR27408792_NODE_1_length_744492_cov_11.773588_fragment_2	SRR27408792	37137	NODE_1_length_744492_cov_11.773588_fragment_2
kansas_SRR27408792_NODE_5_length_360944_cov_11.643254_fragment_1	SRR27408792	11065	NODE_5_length_360944_cov_11.643254_fragment_1
kansas_SRR27408792_NODE_6_length_314196_cov_13.337579_fragment_1	SRR27408792	35353	NODE_6_length_314196_cov_13.337579_fragment_1
kansas_SRR27408792_NODE_17_length_82161_cov_11.919607_fragment_1	SRR27408792	12419	NODE_17_length_82161_cov_11.919607_fragment_1
kansas_SRR27408792_NODE_40_length_7280_cov_12.532644	SRR27408792	7280	NODE_40_length_7280_cov_12.532644
kansas_SRR27408792_NODE_7_length_295380_cov_13.457276_fragment_1	SRR27408792	22449	NODE_7_length_295380_cov_13.457276_fragment_1
kansas_SRR27408793_NODE_79_length_4733_cov_14.484368	SRR27408793	4733	NODE_79_length_4733_cov_14.484368
kansas_SRR27408793_NODE_62_length_9976_cov_29.570312	SRR27408793	9976	NODE_62_length_9976_cov_29.570312
kansas_SRR27408793_NODE_12_length_114582_cov_14.827793_fragment_1	SRR27408793	13871	NODE_12_length_114582_cov_14.827793_fragment_1
kansas_SRR27408793_NODE_39_length_42873_cov_14.302484_fragment_1	SRR27408793	18279	NODE_39_length_42873_cov_14.302484_fragment_1
kansas_SRR27408793_NODE_80_length_4686_cov_14.899759	SRR27408793	4686	NODE_80_length_4686_cov_14.899759
kansas_SRR27408793_NODE_30_length_67932_cov_12.958882_fragment_1	SRR27408793	36310	NODE_30_length_67932_cov_12.958882_fragment_1
kansas_SRR27408793_NODE_5_length_189989_cov_13.852941_fragment_1	SRR27408793	14591	NODE_5_length_189989_cov_13.852941_fragment_1
kansas_SRR27408793_NODE_95_length_2733_cov_14.163853	SRR27408793	2733	NODE_95_length_2733_cov_14.163853
kansas_SRR27408794_NODE_40_length_44370_cov_22.369437_fragment_1	SRR27408794	25590	NODE_40_length_44370_cov_22.369437_fragment_1
kansas_SRR27408794_NODE_18_length_79394_cov_21.984180_fragment_1	SRR27408794	9007	NODE_18_length_79394_cov_21.984180_fragment_1
kansas_SRR27408794_NODE_90_length_6885_cov_22.177271	SRR27408794	6885	NODE_90_length_6885_cov_22.177271
kansas_SRR27408794_NODE_105_length_3922_cov_21.652437	SRR27408794	3922	NODE_105_length_3922_cov_21.652437
kansas_SRR27408794_NODE_103_length_4019_cov_24.765930	SRR27408794	4019	NODE_103_length_4019_cov_24.765930
kansas_SRR27408794_NODE_80_length_11654_cov_23.566930	SRR27408794	11654	NODE_80_length_11654_cov_23.566930
kansas_SRR27408794_NODE_41_length_42640_cov_21.808529_fragment_1	SRR27408794	19390	NODE_41_length_42640_cov_21.808529_fragment_1
kansas_SRR27408794_NODE_62_length_22830_cov_21.799366_fragment_1	SRR27408794	8750	NODE_62_length_22830_cov_21.799366_fragment_1
kansas_SRR27408794_NODE_107_length_3690_cov_23.115914	SRR27408794	3690	NODE_107_length_3690_cov_23.115914
kansas_SRR27408794_NODE_5_length_152076_cov_18.755227_fragment_1	SRR27408794	7228	NODE_5_length_152076_cov_18.755227_fragment_1
kansas_SRR27408794_NODE_5_length_152076_cov_18.755227_fragment_2	SRR27408794	10524	NODE_5_length_152076_cov_18.755227_fragment_2
kansas_SRR27408794_NODE_3_length_176935_cov_19.246245_fragment_1	SRR27408794	23384	NODE_3_length_176935_cov_19.246245_fragment_1
kansas_SRR27408794_NODE_47_length_35760_cov_21.487441_fragment_1	SRR27408794	22197	NODE_47_length_35760_cov_21.487441_fragment_1
kansas_SRR27408794_NODE_109_length_3489_cov_22.082689	SRR27408794	3489	NODE_109_length_3489_cov_22.082689
kansas_SRR27408794_NODE_26_length_67506_cov_22.153312_fragment_1	SRR27408794	7336	NODE_26_length_67506_cov_22.153312_fragment_1
kansas_SRR27408796_NODE_62_length_5210_cov_23.515247	SRR27408796	5210	NODE_62_length_5210_cov_23.515247
kansas_SRR27408796_NODE_69_length_2532_cov_26.926819	SRR27408796	2532	NODE_69_length_2532_cov_26.926819
kansas_SRR27408796_NODE_66_length_3046_cov_25.469681	SRR27408796	3046	NODE_66_length_3046_cov_25.469681
kansas_SRR27408796_NODE_1_length_272011_cov_24.600065_fragment_1	SRR27408796	8111	NODE_1_length_272011_cov_24.600065_fragment_1
kansas_SRR27408796_NODE_59_length_7540_cov_26.621746	SRR27408796	7540	NODE_59_length_7540_cov_26.621746
kansas_SRR27408796_NODE_17_length_109039_cov_24.990075_fragment_2	SRR27408796	23181	NODE_17_length_109039_cov_24.990075_fragment_2
kansas_SRR27408796_NODE_19_length_103332_cov_26.352289_fragment_2	SRR27408796	10821	NODE_19_length_103332_cov_26.352289_fragment_2
kansas_SRR27408796_NODE_24_length_86734_cov_24.964876_fragment_1	SRR27408796	45921	NODE_24_length_86734_cov_24.964876_fragment_1
kansas_SRR27408796_NODE_40_length_36002_cov_23.635596	SRR27408796	36002	NODE_40_length_36002_cov_23.635596
kansas_SRR27408796_NODE_14_length_151340_cov_23.680629_fragment_1	SRR27408796	27965	NODE_14_length_151340_cov_23.680629_fragment_1
kansas_SRR27408796_NODE_31_length_55682_cov_26.240086_fragment_1	SRR27408796	3716	NODE_31_length_55682_cov_26.240086_fragment_1
kansas_SRR27408796_NODE_65_length_3794_cov_23.072812	SRR27408796	3794	NODE_65_length_3794_cov_23.072812
kansas_SRR27408796_NODE_64_length_4858_cov_29.958994	SRR27408796	4858	NODE_64_length_4858_cov_29.958994
kansas_SRR27408796_NODE_50_length_12681_cov_33.916521	SRR27408796	12681	NODE_50_length_12681_cov_33.916521
kansas_SRR27408796_NODE_55_length_8752_cov_34.236986	SRR27408796	8752	NODE_55_length_8752_cov_34.236986
kansas_SRR27408797_NODE_2_length_404346_cov_30.373765_fragment_2	SRR27408797	11726	NODE_2_length_404346_cov_30.373765_fragment_2
kansas_SRR27408797_NODE_26_length_55660_cov_27.489349_fragment_1	SRR27408797	47623	NODE_26_length_55660_cov_27.489349_fragment_1
kansas_SRR27408797_NODE_6_length_247806_cov_28.418703_fragment_1	SRR27408797	15630	NODE_6_length_247806_cov_28.418703_fragment_1
kansas_SRR27408797_NODE_10_length_198214_cov_25.318204_fragment_1	SRR27408797	17764	NODE_10_length_198214_cov_25.318204_fragment_1
