DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	Prophage Length (bp)
kansas_SRR26752594_NODE_52_length_4053_cov_48.834437	4053
kansas_SRR26752594_NODE_53_length_3580_cov_48.651028	3580
kansas_SRR26752594_NODE_7_length_181537_cov_19.093628_fragment_1	27718
kansas_SRR26752594_NODE_58_length_1887_cov_22.562500	1887
kansas_SRR26752594_NODE_22_length_58471_cov_21.277424_fragment_1	19126
kansas_SRR26752595_NODE_57_length_8189_cov_12.452741	8189
kansas_SRR26752595_NODE_53_length_14024_cov_12.603224	14024
kansas_SRR26752595_NODE_45_length_19160_cov_12.043031	19160
kansas_SRR26752596_NODE_62_length_5425_cov_26.597206	5425
kansas_SRR26752596_NODE_41_length_19312_cov_28.017826	19312
kansas_SRR26752596_NODE_56_length_8189_cov_27.065120	8189
kansas_SRR26752596_NODE_52_length_8858_cov_27.184286	8858
kansas_SRR26752605_NODE_98_length_19122_cov_5.147565	19122
kansas_SRR26752605_NODE_171_length_8188_cov_5.410371	8188
kansas_SRR26752605_NODE_186_length_6273_cov_7.450700	6273
kansas_SRR26752605_NODE_129_length_13835_cov_4.991757	13835
kansas_SRR26752605_NODE_17_length_54194_cov_5.995117_fragment_1	35166
kansas_SRR26752605_NODE_225_length_3421_cov_5.171524	3421
kansas_SRR26752606_NODE_42_length_21278_cov_28.797693	21278
kansas_SRR26752606_NODE_72_length_3022_cov_27.467012	3022
kansas_SRR26752606_NODE_18_length_103696_cov_27.162916_fragment_1	37713
kansas_SRR26752607_NODE_2_length_407354_cov_27.985352_fragment_1	49018
kansas_SRR26752607_NODE_8_length_230355_cov_27.722875_fragment_1	33139
kansas_SRR26752607_NODE_34_length_13718_cov_59.203443	13718
kansas_SRR26752607_NODE_45_length_2742_cov_31.473040	2742
kansas_SRR26752607_NODE_5_length_303541_cov_27.669336_fragment_1	27451
kansas_SRR26752607_NODE_43_length_4066_cov_26.860117	4066
kansas_SRR26752608_NODE_37_length_2336_cov_13.446356	2336
kansas_SRR26752608_NODE_8_length_216716_cov_9.757014_fragment_1	17980
kansas_SRR26752608_NODE_30_length_15106_cov_9.643367	15106
kansas_SRR26752608_NODE_1_length_694697_cov_9.892892_fragment_1	29759
kansas_SRR26752608_NODE_25_length_28629_cov_12.106835_fragment_1	15033
kansas_SRR26752608_NODE_28_length_16337_cov_10.536274	16337
kansas_SRR26752609_NODE_38_length_35772_cov_8.474513_fragment_1	18357
kansas_SRR26752609_NODE_37_length_37160_cov_9.526827_fragment_1	15033
kansas_SRR26752609_NODE_64_length_2155_cov_10.036982	2155
kansas_SRR26752609_NODE_48_length_16234_cov_8.558825	16234
kansas_SRR26752609_NODE_50_length_15676_cov_8.139880	15676
kansas_SRR26752609_NODE_13_length_115062_cov_8.131440_fragment_1	29759
kansas_SRR26752610_NODE_35_length_50729_cov_9.840164_fragment_1	19844
kansas_SRR26752610_NODE_100_length_2879_cov_9.195858	2879
kansas_SRR26752610_NODE_83_length_5437_cov_10.289642	5437
kansas_SRR26752610_NODE_62_length_14028_cov_11.229552	14028
kansas_SRR26752610_NODE_98_length_3013_cov_15.207900	3013
kansas_SRR26752611_NODE_48_length_14024_cov_40.234727	14024
kansas_SRR26752611_NODE_56_length_8189_cov_39.826222	8189
kansas_SRR26752611_NODE_15_length_103165_cov_40.001446_fragment_1	19844
kansas_SRR26752611_NODE_41_length_19312_cov_39.571853	19312
kansas_SRR26752612_NODE_69_length_19317_cov_7.271183	19317
kansas_SRR26752612_NODE_97_length_8190_cov_7.123651	8190
kansas_SRR26752612_NODE_82_length_14022_cov_7.492479	14022
kansas_SRR26752612_NODE_39_length_50729_cov_6.717521_fragment_1	19844
kansas_SRR26807384_NODE_308_length_128294_cov_10.609127_fragment_1	60223
kansas_SRR26807384_NODE_309_length_88843_cov_11.888566_fragment_1	19844
kansas_SRR26807420_NODE_8_length_167885_cov_7.102445_fragment_1	60223
kansas_SRR26807422_NODE_26_length_67873_cov_11.414932_fragment_1	19844
kansas_SRR26807422_NODE_12_length_103380_cov_10.966442_fragment_1	34327
kansas_SRR26807422_NODE_48_length_30978_cov_12.098117	30978
kansas_SRR26807423_NODE_15_length_98731_cov_7.487222_fragment_1	30780
kansas_SRR26807423_NODE_1_length_422092_cov_7.382954_fragment_1	38149
kansas_SRR26807466_NODE_21_length_76274_cov_26.152284_fragment_1	35867
kansas_SRR26807466_NODE_15_length_92490_cov_21.643753_fragment_1	22203
kansas_SRR26807466_NODE_18_length_90204_cov_21.136672_fragment_1	27718
kansas_SRR26807466_NODE_45_length_1887_cov_20.493182	1887
kansas_SRR27099304_NODE_8_length_77246_cov_22.067908_fragment_1	39317
kansas_SRR27099304_NODE_39_length_6239_cov_28.038285	6239
kansas_SRR27099305_NODE_2_length_476751_cov_70.426540_fragment_4	42093
kansas_SRR27099540_NODE_1_length_164265_cov_30.107538_fragment_2	35645
kansas_SRR27408789_NODE_87_length_2166_cov_6.834232	2166
kansas_SRR27408789_NODE_1_length_423855_cov_13.011484_fragment_4	51067
kansas_SRR27408789_NODE_23_length_80869_cov_11.451463_fragment_1	13458
kansas_SRR27408789_NODE_2_length_338000_cov_15.107162_fragment_1	36509
kansas_SRR27408789_NODE_13_length_126492_cov_12.278891_fragment_1	47241
kansas_SRR27408789_NODE_9_length_196792_cov_11.706938_fragment_1	33187
kansas_SRR27408790_NODE_45_length_33062_cov_21.891240_fragment_2	12116
kansas_SRR27408790_NODE_25_length_72968_cov_22.737387_fragment_1	34742
kansas_SRR27408790_NODE_1_length_402318_cov_22.263922_fragment_1	34933
kansas_SRR27408790_NODE_10_length_137098_cov_22.169153_fragment_1	35228
kansas_SRR27408790_NODE_72_length_1941_cov_27.088203	1941
kansas_SRR27408790_NODE_37_length_47061_cov_20.847190_fragment_1	36274
kansas_SRR27408790_NODE_73_length_1860_cov_27.439123	1860
kansas_SRR27408790_NODE_35_length_55904_cov_21.817828_fragment_1	25256
kansas_SRR27408790_NODE_24_length_73198_cov_21.115573_fragment_1	23976
kansas_SRR27408791_NODE_23_length_43598_cov_5.664581	43598
kansas_SRR27408791_NODE_1_length_779069_cov_23.196137_fragment_2	68620
kansas_SRR27408791_NODE_3_length_393345_cov_18.774156_fragment_1	42938
kansas_SRR27408791_NODE_2_length_626301_cov_19.895005_fragment_2	35414
kansas_SRR27408791_NODE_28_length_26324_cov_5.406306	26324
kansas_SRR27408791_NODE_29_length_25252_cov_5.770746	25252
kansas_SRR27408791_NODE_12_length_122255_cov_20.332504_fragment_1	35433
kansas_SRR27408792_NODE_30_length_24852_cov_11.619575	24852
kansas_SRR27408792_NODE_1_length_744492_cov_11.773588_fragment_2	37137
kansas_SRR27408792_NODE_5_length_360944_cov_11.643254_fragment_1	11065
kansas_SRR27408792_NODE_6_length_314196_cov_13.337579_fragment_1	35353
kansas_SRR27408792_NODE_17_length_82161_cov_11.919607_fragment_1	12419
kansas_SRR27408792_NODE_40_length_7280_cov_12.532644	7280
kansas_SRR27408792_NODE_7_length_295380_cov_13.457276_fragment_1	22449
kansas_SRR27408793_NODE_79_length_4733_cov_14.484368	4733
kansas_SRR27408793_NODE_62_length_9976_cov_29.570312	9976
kansas_SRR27408793_NODE_12_length_114582_cov_14.827793_fragment_1	13871
kansas_SRR27408793_NODE_39_length_42873_cov_14.302484_fragment_1	18279
kansas_SRR27408793_NODE_80_length_4686_cov_14.899759	4686
kansas_SRR27408793_NODE_30_length_67932_cov_12.958882_fragment_1	36310
kansas_SRR27408793_NODE_5_length_189989_cov_13.852941_fragment_1	14591
kansas_SRR27408793_NODE_95_length_2733_cov_14.163853	2733
kansas_SRR27408794_NODE_40_length_44370_cov_22.369437_fragment_1	25590
kansas_SRR27408794_NODE_18_length_79394_cov_21.984180_fragment_1	9007
kansas_SRR27408794_NODE_90_length_6885_cov_22.177271	6885
kansas_SRR27408794_NODE_105_length_3922_cov_21.652437	3922
kansas_SRR27408794_NODE_103_length_4019_cov_24.765930	4019
kansas_SRR27408794_NODE_80_length_11654_cov_23.566930	11654
kansas_SRR27408794_NODE_41_length_42640_cov_21.808529_fragment_1	19390
kansas_SRR27408794_NODE_62_length_22830_cov_21.799366_fragment_1	8750
kansas_SRR27408794_NODE_107_length_3690_cov_23.115914	3690
kansas_SRR27408794_NODE_5_length_152076_cov_18.755227_fragment_1	7228
kansas_SRR27408794_NODE_5_length_152076_cov_18.755227_fragment_2	10524
kansas_SRR27408794_NODE_3_length_176935_cov_19.246245_fragment_1	23384
kansas_SRR27408794_NODE_47_length_35760_cov_21.487441_fragment_1	22197
kansas_SRR27408794_NODE_109_length_3489_cov_22.082689	3489
kansas_SRR27408794_NODE_26_length_67506_cov_22.153312_fragment_1	7336
kansas_SRR27408796_NODE_62_length_5210_cov_23.515247	5210
kansas_SRR27408796_NODE_69_length_2532_cov_26.926819	2532
kansas_SRR27408796_NODE_66_length_3046_cov_25.469681	3046
kansas_SRR27408796_NODE_1_length_272011_cov_24.600065_fragment_1	8111
kansas_SRR27408796_NODE_59_length_7540_cov_26.621746	7540
kansas_SRR27408796_NODE_17_length_109039_cov_24.990075_fragment_2	23181
kansas_SRR27408796_NODE_19_length_103332_cov_26.352289_fragment_2	10821
kansas_SRR27408796_NODE_24_length_86734_cov_24.964876_fragment_1	45921
kansas_SRR27408796_NODE_40_length_36002_cov_23.635596	36002
kansas_SRR27408796_NODE_14_length_151340_cov_23.680629_fragment_1	27965
kansas_SRR27408796_NODE_31_length_55682_cov_26.240086_fragment_1	3716
kansas_SRR27408796_NODE_65_length_3794_cov_23.072812	3794
kansas_SRR27408796_NODE_64_length_4858_cov_29.958994	4858
kansas_SRR27408796_NODE_50_length_12681_cov_33.916521	12681
kansas_SRR27408796_NODE_55_length_8752_cov_34.236986	8752
kansas_SRR27408797_NODE_2_length_404346_cov_30.373765_fragment_2	11726
kansas_SRR27408797_NODE_26_length_55660_cov_27.489349_fragment_1	47623
kansas_SRR27408797_NODE_6_length_247806_cov_28.418703_fragment_1	15630
kansas_SRR27408797_NODE_10_length_198214_cov_25.318204_fragment_1	17764
kansas_SRR27408797_NODE_1_length_565814_cov_26.467835_fragment_2	32583
kansas_SRR27408797_NODE_9_length_208109_cov_32.461088_fragment_1	8845
kansas_SRR27408797_NODE_8_length_210841_cov_23.341335_fragment_1	37929
kansas_SRR27408797_NODE_43_length_11740_cov_29.962111	11740
kansas_SRR27408797_NODE_33_length_27527_cov_23.816825_fragment_1	15989
kansas_SRR27408797_NODE_39_length_14243_cov_32.488524_fragment_1	7013
kansas_SRR27408797_NODE_14_length_134352_cov_28.989354_fragment_1	58364
kansas_SRR27408798_NODE_105_length_2294_cov_37.635902	2294
kansas_SRR27408798_NODE_25_length_69085_cov_23.723281_fragment_1	22174
kansas_SRR27408798_NODE_85_length_5300_cov_27.973516	5300
kansas_SRR27408798_NODE_94_length_3496_cov_39.962897	3496
kansas_SRR27408798_NODE_26_length_66422_cov_31.580330_fragment_1	21191
kansas_SRR27408798_NODE_71_length_10866_cov_30.398175	10866
kansas_SRR27408798_NODE_23_length_73541_cov_26.705397_fragment_1	16053
kansas_SRR27408798_NODE_98_length_3020_cov_27.121673	3020
kansas_SRR27408798_NODE_116_length_1920_cov_2.517011	1920
kansas_SRR27408798_NODE_10_length_121553_cov_31.393573_fragment_1	32756
kansas_SRR27408798_NODE_4_length_197121_cov_24.889215_fragment_2	8333
kansas_SRR27408798_NODE_117_length_1909_cov_50.478676	1909
kansas_SRR27408798_NODE_171_length_1144_cov_55.821042	1144
kansas_SRR27408799_NODE_102_length_1472_cov_24.073606	1472
kansas_SRR27408799_NODE_73_length_7120_cov_26.264693	7120
kansas_SRR27408799_NODE_20_length_103726_cov_19.790114_fragment_2	9369
kansas_SRR27408799_NODE_70_length_9692_cov_29.324621	9692
kansas_SRR27408799_NODE_64_length_14273_cov_25.621448	14273
kansas_SRR27408799_NODE_26_length_78822_cov_22.799187_fragment_1	13106
kansas_SRR27408799_NODE_83_length_4596_cov_30.350414	4596
kansas_SRR27408799_NODE_77_length_6093_cov_26.666611	6093
kansas_SRR27408799_NODE_3_length_188438_cov_23.593173_fragment_2	22279
kansas_SRR27408799_NODE_79_length_5409_cov_24.155055	5409
kansas_SRR27408799_NODE_33_length_57238_cov_26.275131_fragment_1	5477
kansas_SRR27408800_NODE_60_length_4988_cov_29.221765	4988
kansas_SRR27408800_NODE_71_length_2385_cov_56.268379	2385
kansas_SRR27408800_NODE_52_length_8653_cov_4.236336	8653
kansas_SRR27408800_NODE_55_length_5848_cov_50.681874	5848
kansas_SRR27408800_NODE_49_length_9351_cov_46.498699	9351
kansas_SRR27408800_NODE_33_length_35295_cov_65.077912	35295
kansas_SRR27408800_NODE_47_length_11027_cov_36.390734	11027
kansas_SRR27408800_NODE_11_length_161203_cov_23.245636_fragment_1	38306
kansas_SRR27408800_NODE_45_length_13996_cov_20.673372	13996
kansas_SRR27408800_NODE_24_length_68693_cov_27.323076_fragment_1	16480
kansas_SRR27408800_NODE_54_length_7692_cov_81.781097	7692
kansas_SRR27408800_NODE_31_length_36566_cov_4.734460	36566
kansas_SRR27408800_NODE_34_length_34838_cov_4.642217	34838
kansas_SRR27408800_NODE_48_length_9700_cov_4.787005	9700
kansas_SRR27408800_NODE_35_length_32913_cov_20.010675	32913
kansas_SRR27408801_NODE_41_length_1950_cov_33.145913	1950
kansas_SRR27408801_NODE_43_length_1825_cov_25.078916	1825
kansas_SRR27408801_NODE_1_length_714511_cov_22.240435_fragment_1	32839
kansas_SRR27408801_NODE_24_length_55497_cov_22.824797_fragment_1	24938
kansas_SRR27408801_NODE_16_length_112199_cov_25.167410_fragment_1	52367
kansas_SRR27408801_NODE_9_length_196169_cov_30.012023_fragment_1	10051
kansas_SRR27408801_NODE_27_length_36077_cov_23.009152_fragment_1	27239
kansas_SRR27408802_NODE_70_length_10456_cov_28.430632	10456
kansas_SRR27408802_NODE_115_length_1812_cov_32.493175	1812
kansas_SRR27408802_NODE_92_length_4267_cov_41.742029	4267
kansas_SRR27408802_NODE_119_length_1555_cov_33.546218	1555
kansas_SRR27408802_NODE_91_length_4268_cov_23.974885	4268
kansas_SRR27408802_NODE_28_length_73753_cov_21.796132_fragment_1	42563
kansas_SRR27408802_NODE_1_length_378084_cov_17.093246_fragment_1	46306
kansas_SRR27408802_NODE_83_length_5947_cov_69.649141	5947
kansas_SRR27408802_NODE_54_length_20127_cov_25.522150	20127
kansas_SRR27408802_NODE_100_length_2517_cov_22.476569	2517
kansas_SRR27408802_NODE_114_length_1837_cov_27.423392	1837
kansas_SRR27408802_NODE_93_length_3893_cov_47.511152	3893
kansas_SRR27408802_NODE_2_length_304626_cov_26.345935_fragment_1	14403
kansas_SRR27408802_NODE_30_length_72184_cov_26.334555_fragment_1	7713
kansas_SRR27408802_NODE_22_length_93663_cov_9.421250	93663
kansas_SRR27408802_NODE_39_length_36115_cov_22.732689_fragment_1	4996
kansas_SRR27408802_NODE_111_length_2095_cov_48.328252	2095
kansas_SRR27408803_NODE_106_length_7027_cov_27.793913	7027
kansas_SRR27408803_NODE_128_length_4535_cov_7.095508	4535
kansas_SRR27408803_NODE_42_length_38060_cov_12.754383	38060
kansas_SRR27408803_NODE_99_length_9467_cov_7.092934	9467
kansas_SRR27408803_NODE_77_length_17494_cov_18.225197	17494
kansas_SRR27408803_NODE_73_length_18428_cov_18.935413	18428
kansas_SRR27408803_NODE_46_length_34402_cov_20.359533_fragment_1	12517
kansas_SRR27408803_NODE_86_length_12797_cov_6.971429	12797
kansas_SRR27408803_NODE_122_length_4707_cov_22.042576	4707
kansas_SRR27408803_NODE_60_length_25747_cov_18.903474	25747
kansas_SRR27408803_NODE_5_length_153024_cov_15.307547_fragment_1	51346
kansas_SRR27408803_NODE_22_length_67722_cov_21.392366_fragment_1	28560
kansas_SRR27408803_NODE_98_length_9602_cov_6.709763	9602
kansas_SRR27408803_NODE_57_length_28075_cov_19.984793	28075
kansas_SRR27408803_NODE_103_length_7972_cov_6.806883	7972
kansas_SRR27408803_NODE_107_length_6973_cov_7.685948	6973
kansas_SRR27408804_NODE_48_length_33796_cov_28.694615	33796
kansas_SRR27408804_NODE_81_length_12114_cov_4.861100	12114
kansas_SRR27408804_NODE_110_length_4795_cov_4.373393	4795
kansas_SRR27408804_NODE_18_length_91151_cov_31.667780_fragment_1	41351
kansas_SRR27408804_NODE_24_length_74504_cov_23.569477_fragment_1	24205
kansas_SRR27408804_NODE_103_length_5488_cov_5.406454	5488
kansas_SRR27408804_NODE_130_length_2250_cov_5.003768	2250
kansas_SRR27408804_NODE_65_length_20661_cov_4.802815	20661
kansas_SRR27408804_NODE_82_length_11852_cov_5.412964	11852
kansas_SRR27408804_NODE_111_length_4777_cov_3.979570	4777
kansas_SRR27408804_NODE_79_length_13875_cov_18.280259	13875
kansas_SRR27408804_NODE_41_length_42076_cov_22.051014	42076
kansas_SRR27408804_NODE_136_length_1887_cov_27.054545	1887
kansas_SRR27408804_NODE_74_length_16284_cov_25.385901_fragment_1	9672
kansas_SRR27408804_NODE_54_length_27934_cov_4.483907	27934
kansas_SRR27408805_NODE_44_length_33913_cov_31.360208_fragment_1	16429
kansas_SRR27408806_NODE_18_length_87008_cov_26.373914_fragment_1	15592
kansas_SRR27408806_NODE_22_length_78146_cov_29.976044_fragment_1	17313
kansas_SRR27408806_NODE_87_length_3883_cov_22.831203	3883
kansas_SRR27408806_NODE_6_length_208909_cov_23.891964_fragment_1	8945
kansas_SRR27408806_NODE_8_length_170509_cov_25.102517_fragment_1	43482
kansas_SRR27408806_NODE_7_length_207410_cov_27.346497_fragment_1	34352
kansas_SRR27408806_NODE_25_length_71639_cov_31.117001_fragment_1	4636
kansas_SRR27408806_NODE_10_length_139323_cov_25.161441_fragment_1	4711
kansas_SRR27408806_NODE_2_length_315459_cov_26.120112_fragment_2	22865
kansas_SRR27408806_NODE_2_length_315459_cov_26.120112_fragment_1	8410
kansas_SRR27408806_NODE_1_length_422711_cov_29.745106_fragment_4	8159
kansas_SRR27408806_NODE_27_length_60467_cov_25.155602_fragment_1	47000
kansas_SRR27408806_NODE_46_length_29767_cov_22.167072	29767
kansas_SRR27408806_NODE_44_length_30168_cov_23.993675	30168
kansas_SRR27408806_NODE_20_length_83142_cov_22.532313_fragment_2	10623
kansas_SRR27408806_NODE_20_length_83142_cov_22.532313_fragment_1	12529
kansas_SRR27408807_NODE_51_length_1844_cov_38.593477	1844
kansas_SRR27408807_NODE_7_length_246544_cov_25.386755_fragment_2	33111
kansas_SRR27408807_NODE_47_length_2828_cov_38.512773	2828
kansas_SRR27408807_NODE_22_length_54367_cov_25.513588_fragment_1	23807
kansas_SRR27408807_NODE_16_length_107626_cov_23.347408_fragment_1	20593
kansas_SRR27408807_NODE_4_length_291125_cov_28.833037_fragment_1	6750
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_5	23706
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_1	44887
kansas_SRR27408807_NODE_1_length_972048_cov_23.587350_fragment_4	42339
kansas_SRR27408807_NODE_6_length_267594_cov_26.978106_fragment_1	8109
kansas_SRR27408807_NODE_3_length_331740_cov_23.510514_fragment_1	35217
kansas_SRR27408807_NODE_9_length_192151_cov_29.549140_fragment_1	44131
kansas_SRR27408808_NODE_5_length_308422_cov_18.439897_fragment_1	14582
kansas_SRR27408808_NODE_136_length_1331_cov_64.120432	1331
kansas_SRR27408808_NODE_93_length_4113_cov_14.763422	4113
kansas_SRR27408808_NODE_39_length_23424_cov_49.814010	23424
kansas_SRR27408808_NODE_95_length_3951_cov_12.212866	3951
kansas_SRR27408808_NODE_61_length_10892_cov_50.523084	10892
kansas_SRR27408808_NODE_55_length_12870_cov_14.425410	12870
kansas_SRR27408808_NODE_12_length_138247_cov_13.381038_fragment_1	20916
kansas_SRR27408808_NODE_18_length_111295_cov_14.973419_fragment_1	29221
kansas_SRR27408808_NODE_37_length_28185_cov_16.046582	28185
kansas_SRR27408808_NODE_91_length_4172_cov_15.617058	4172
kansas_SRR27408808_NODE_64_length_10042_cov_14.618457	10042
kansas_SRR27408808_NODE_94_length_4105_cov_47.955505	4105
kansas_SRR27408808_NODE_52_length_13733_cov_31.075702	13733
kansas_SRR27408808_NODE_2_length_361115_cov_14.775649_fragment_1	11314
kansas_SRR27408808_NODE_17_length_114473_cov_15.961547_fragment_3	12419
kansas_SRR27408809_NODE_17_length_98142_cov_16.205040_fragment_1	40617
kansas_SRR27408809_NODE_45_length_27963_cov_16.520154	27963
kansas_SRR27408809_NODE_70_length_1688_cov_17.878924	1688
kansas_SRR27408809_NODE_12_length_143645_cov_13.866442_fragment_1	42060
kansas_SRR27408809_NODE_30_length_57005_cov_14.398871_fragment_1	26071
kansas_SRR27408809_NODE_4_length_266591_cov_13.047579_fragment_1	44112
kansas_SRR27408809_NODE_11_length_145404_cov_13.816179_fragment_1	18838
kansas_SRR27408809_NODE_21_length_85337_cov_17.713461_fragment_1	32877
kansas_SRR27408810_NODE_57_length_10692_cov_18.599621	10692
kansas_SRR27408810_NODE_79_length_3256_cov_21.501758	3256
kansas_SRR27408810_NODE_74_length_4173_cov_20.813149	4173
kansas_SRR27408810_NODE_83_length_3038_cov_19.559945	3038
kansas_SRR27408810_NODE_67_length_6123_cov_16.540861	6123
kansas_SRR27408810_NODE_70_length_5716_cov_16.497048	5716
kansas_SRR27408810_NODE_78_length_3301_cov_22.930057	3301
kansas_SRR27408810_NODE_3_length_250174_cov_17.323055_fragment_1	5840
kansas_SRR27408810_NODE_80_length_3242_cov_19.646870	3242
kansas_SRR27408810_NODE_76_length_3661_cov_18.420770	3661
kansas_SRR27408810_NODE_56_length_11351_cov_18.112527	11351
kansas_SRR27408810_NODE_72_length_5035_cov_19.528525	5035
kansas_SRR27408810_NODE_77_length_3512_cov_15.743870	3512
kansas_SRR27408810_NODE_60_length_9459_cov_18.425418	9459
kansas_SRR27408810_NODE_86_length_2757_cov_18.704943	2757
kansas_SRR27408810_NODE_66_length_6408_cov_19.475084	6408
kansas_SRR27408810_NODE_28_length_58615_cov_15.987587_fragment_1	16679
kansas_SRR27408810_NODE_68_length_5909_cov_16.614493	5909
kansas_SRR27408810_NODE_71_length_5671_cov_21.039683	5671
kansas_SRR27408811_NODE_88_length_2474_cov_20.754580	2474
kansas_SRR27408811_NODE_100_length_1709_cov_40.469659	1709
kansas_SRR27408811_NODE_57_length_10346_cov_37.818182	10346
kansas_SRR27408811_NODE_9_length_180499_cov_18.320576_fragment_2	9228
kansas_SRR27408811_NODE_101_length_1661_cov_41.496089	1661
kansas_SRR27408811_NODE_99_length_1714_cov_20.105860	1714
kansas_SRR27408811_NODE_62_length_7185_cov_17.161802	7185
kansas_SRR27408811_NODE_8_length_180984_cov_15.803115_fragment_2	35046
kansas_SRR27408811_NODE_10_length_180182_cov_15.458249_fragment_1	43833
kansas_SRR27408811_NODE_25_length_67857_cov_16.279846_fragment_1	29077
kansas_SRR27408811_NODE_87_length_2612_cov_21.626962	2612
kansas_SRR27408811_NODE_40_length_29603_cov_16.241315_fragment_1	10429
kansas_SRR27408811_NODE_94_length_2131_cov_19.337325	2131
kansas_SRR27408811_NODE_21_length_87095_cov_18.020467_fragment_1	35192
kansas_SRR27408811_NODE_78_length_3318_cov_20.688812	3318
kansas_SRR27408812_NODE_26_length_61406_cov_22.948906_fragment_1	37462
kansas_SRR27408812_NODE_80_length_1464_cov_1.557218	1464
kansas_SRR27408812_NODE_14_length_124441_cov_16.765401_fragment_1	28665
kansas_SRR27408813_NODE_7_length_163344_cov_19.023006_fragment_1	31986
kansas_SRR27408813_NODE_10_length_123773_cov_17.746623_fragment_1	9497
kansas_SRR27408813_NODE_14_length_107541_cov_18.759510_fragment_1	42998
kansas_SRR27408813_NODE_18_length_89476_cov_17.986167_fragment_1	41668
kansas_SRR27408814_NODE_39_length_8594_cov_17.647219	8594
kansas_SRR27408814_NODE_6_length_290401_cov_18.059616_fragment_2	25749
kansas_SRR27408814_NODE_6_length_290401_cov_18.059616_fragment_1	34133
kansas_SRR27408814_NODE_11_length_162209_cov_17.756290_fragment_1	40105
kansas_SRR27408814_NODE_2_length_388175_cov_18.908712_fragment_1	40168
kansas_SRR27408814_NODE_2_length_388175_cov_18.908712_fragment_2	60432
kansas_SRR27408814_NODE_5_length_316079_cov_19.906090_fragment_1	39654
kansas_SRR27408814_NODE_35_length_17649_cov_17.769376	17649
kansas_SRR27408815_NODE_6_length_197179_cov_13.649732_fragment_1	10971
kansas_SRR27408815_NODE_93_length_1577_cov_30.767586	1577
kansas_SRR27408815_NODE_19_length_98576_cov_14.350953_fragment_1	42166
kansas_SRR27408815_NODE_1_length_460580_cov_14.618962_fragment_1	48452
kansas_SRR27408815_NODE_25_length_69072_cov_14.639713_fragment_1	21755
kansas_SRR27408815_NODE_42_length_25952_cov_13.868228_fragment_1	11708
kansas_SRR27408815_NODE_29_length_47051_cov_14.477240_fragment_1	22375
kansas_SRR27408815_NODE_21_length_82914_cov_16.088504_fragment_1	33701
kansas_SRR27408815_NODE_8_length_191900_cov_14.136750_fragment_1	15847
kansas_SRR27408815_NODE_9_length_164400_cov_14.369665_fragment_3	9722
kansas_SRR27408815_NODE_13_length_133286_cov_15.690731_fragment_1	12494
kansas_SRR27408816_NODE_77_length_3905_cov_35.706723	3905
kansas_SRR27408816_NODE_68_length_5768_cov_34.551143	5768
kansas_SRR27408816_NODE_132_length_1553_cov_1.566620	1553
kansas_SRR27408816_NODE_31_length_52841_cov_26.832454_fragment_1	18752
kansas_SRR27408816_NODE_81_length_3281_cov_28.885225	3281
kansas_SRR27408816_NODE_82_length_2982_cov_1.872855	2982
kansas_SRR27408816_NODE_14_length_125107_cov_24.142927_fragment_2	32993
kansas_SRR27408816_NODE_8_length_172586_cov_25.950991_fragment_1	22033
kansas_SRR27408816_NODE_86_length_2656_cov_30.177145	2656
kansas_SRR27408816_NODE_40_length_32593_cov_30.085197_fragment_1	13358
kansas_SRR27408816_NODE_66_length_6775_cov_29.139140	6775
kansas_SRR27408816_NODE_25_length_65588_cov_30.041200_fragment_1	16440
kansas_SRR27408816_NODE_76_length_4115_cov_31.834754	4115
kansas_SRR27408816_NODE_28_length_54467_cov_30.596853_fragment_1	24229
kansas_SRR27408816_NODE_2_length_357912_cov_24.638132_fragment_2	13879
kansas_SRR27408816_NODE_2_length_357912_cov_24.638132_fragment_1	45981
kansas_SRR27408816_NODE_22_length_84767_cov_26.929584_fragment_1	12625
kansas_SRR27408816_NODE_27_length_55936_cov_28.648229_fragment_2	13581
kansas_SRR27408816_NODE_11_length_141478_cov_30.841105_fragment_2	19706
kansas_SRR27408816_NODE_11_length_141478_cov_30.841105_fragment_1	11558
kansas_SRR27408816_NODE_92_length_2264_cov_1.682733	2264
kansas_SRR27408816_NODE_60_length_8267_cov_2.446806	8267
kansas_SRR27408817_NODE_23_length_72020_cov_32.019070_fragment_1	20303
kansas_SRR27408817_NODE_39_length_29177_cov_26.422478	29177
kansas_SRR27408817_NODE_98_length_1577_cov_1.114483	1577
kansas_SRR27408817_NODE_84_length_1967_cov_1.096196	1967
kansas_SRR27408817_NODE_24_length_62091_cov_29.086857_fragment_1	18528
kansas_SRR27408817_NODE_75_length_2412_cov_35.462144	2412
kansas_SRR27408817_NODE_53_length_9003_cov_32.216088	9003
kansas_SRR27408817_NODE_6_length_226485_cov_28.017768_fragment_1	43366
kansas_SRR27408817_NODE_70_length_2780_cov_35.200905	2780
kansas_SRR27408817_NODE_83_length_2010_cov_1.941052	2010
kansas_SRR27408817_NODE_49_length_14482_cov_27.521212_fragment_1	6686
kansas_SRR27408817_NODE_62_length_4460_cov_40.638357	4460
kansas_SRR27408817_NODE_46_length_16990_cov_26.180217	16990
